bar_index,equity,peak,drawdown_pct,bar_return,rolling_sharpe_60
203,10000.0,10000.0,0.0,0.0,0.0
204,10000.0,10000.0,0.0,0.0,0.0
205,10000.0,10000.0,0.0,0.0,0.0
206,10000.0,10000.0,0.0,0.0,0.0
207,10000.0,10000.0,0.0,0.0,0.0
208,10000.0,10000.0,0.0,0.0,0.0
209,10000.0,10000.0,0.0,0.0,0.0
210,10000.0,10000.0,0.0,0.0,0.0
211,10000.0,10000.0,0.0,0.0,0.0
212,10000.0,10000.0,0.0,0.0,0.0
213,10000.0,10000.0,0.0,0.0,0.0
214,10000.0,10000.0,0.0,0.0,0.0
215,10000.0,10000.0,0.0,0.0,0.0
216,10000.0,10000.0,0.0,0.0,0.0
217,10000.0,10000.0,0.0,0.0,0.0
218,10000.0,10000.0,0.0,0.0,0.0
219,10000.0,10000.0,0.0,0.0,0.0
220,10000.0,10000.0,0.0,0.0,0.0
221,10000.0,10000.0,0.0,0.0,0.0
222,10000.0,10000.0,0.0,0.0,0.0
223,10000.0,10000.0,0.0,0.0,0.0
224,10000.0,10000.0,0.0,0.0,0.0
225,10000.0,10000.0,0.0,0.0,0.0
226,10000.0,10000.0,0.0,0.0,0.0
227,10000.0,10000.0,0.0,0.0,0.0
228,10000.0,10000.0,0.0,0.0,0.0
229,10000.0,10000.0,0.0,0.0,0.0
230,10000.0,10000.0,0.0,0.0,0.0
231,10000.0,10000.0,0.0,0.0,0.0
232,10000.0,10000.0,0.0,0.0,0.0
233,10000.0,10000.0,0.0,0.0,0.0
234,10000.0,10000.0,0.0,0.0,0.0
235,10000.0,10000.0,0.0,0.0,0.0
236,10000.0,10000.0,0.0,0.0,0.0
237,10000.0,10000.0,0.0,0.0,0.0
238,10000.0,10000.0,0.0,0.0,0.0
239,10000.0,10000.0,0.0,0.0,0.0
240,10000.0,10000.0,0.0,0.0,0.0
241,10000.0,10000.0,0.0,0.0,0.0
242,10000.0,10000.0,0.0,0.0,0.0
243,10000.0,10000.0,0.0,0.0,0.0
244,10000.0,10000.0,0.0,0.0,0.0
245,10000.0,10000.0,0.0,0.0,0.0
246,10000.0,10000.0,0.0,0.0,0.0
247,10000.0,10000.0,0.0,0.0,0.0
248,10000.0,10000.0,0.0,0.0,0.0
249,10000.0,10000.0,0.0,0.0,0.0
250,10000.0,10000.0,0.0,0.0,0.0
251,10000.0,10000.0,0.0,0.0,0.0
252,10000.0,10000.0,0.0,0.0,0.0
253,10000.0,10000.0,0.0,0.0,0.0
254,10000.0,10000.0,0.0,0.0,0.0
255,10000.0,10000.0,0.0,0.0,0.0
256,10000.0,10000.0,0.0,0.0,0.0
257,10000.0,10000.0,0.0,0.0,0.0
258,10000.0,10000.0,0.0,0.0,0.0
259,10000.0,10000.0,0.0,0.0,0.0
260,10000.0,10000.0,0.0,0.0,0.0
261,10000.0,10000.0,0.0,0.0,0.0
262,10000.0,10000.0,0.0,0.0,0.0
263,10000.0,10000.0,0.0,0.0,0.0
264,10000.0,10000.0,0.0,0.0,0.0
265,10000.0,10000.0,0.0,0.0,0.0
266,10000.0,10000.0,0.0,0.0,0.0
267,10000.0,10000.0,0.0,0.0,0.0
268,10000.0,10000.0,0.0,0.0,0.0
269,10000.0,10000.0,0.0,0.0,0.0
270,10000.0,10000.0,0.0,0.0,0.0
271,10000.0,10000.0,0.0,0.0,0.0
272,10000.0,10000.0,0.0,0.0,0.0
273,10000.0,10000.0,0.0,0.0,0.0
274,10000.0,10000.0,0.0,0.0,0.0
275,10000.0,10000.0,0.0,0.0,0.0
276,10000.0,10000.0,0.0,0.0,0.0
277,10000.0,10000.0,0.0,0.0,0.0
278,10000.0,10000.0,0.0,0.0,0.0
279,10000.0,10000.0,0.0,0.0,0.0
280,10000.0,10000.0,0.0,0.0,0.0
281,10000.0,10000.0,0.0,0.0,0.0
282,10000.0,10000.0,0.0,0.0,0.0
283,10000.0,10000.0,0.0,0.0,0.0
284,10000.0,10000.0,0.0,0.0,0.0
285,10000.0,10000.0,0.0,0.0,0.0
286,10000.0,10000.0,0.0,0.0,0.0
287,10000.0,10000.0,0.0,0.0,0.0
288,10000.0,10000.0,0.0,0.0,0.0
289,10000.0,10000.0,0.0,0.0,0.0
290,10000.0,10000.0,0.0,0.0,0.0
291,10000.0,10000.0,0.0,0.0,0.0
292,10000.0,10000.0,0.0,0.0,0.0
293,10000.0,10000.0,0.0,0.0,0.0
294,10000.0,10000.0,0.0,0.0,0.0
295,10000.0,10000.0,0.0,0.0,0.0
296,10000.0,10000.0,0.0,0.0,0.0
297,10000.0,10000.0,0.0,0.0,0.0
298,10000.0,10000.0,0.0,0.0,0.0
299,10000.0,10000.0,0.0,0.0,0.0
300,10000.0,10000.0,0.0,0.0,0.0
301,10000.0,10000.0,0.0,0.0,0.0
302,10000.0,10000.0,0.0,0.0,0.0
303,10000.0,10000.0,0.0,0.0,0.0
304,10000.0,10000.0,0.0,0.0,0.0
305,10000.0,10000.0,0.0,0.0,0.0
306,10000.0,10000.0,0.0,0.0,0.0
307,10000.0,10000.0,0.0,0.0,0.0
308,10000.0,10000.0,0.0,0.0,0.0
309,10000.0,10000.0,0.0,0.0,0.0
310,10000.0,10000.0,0.0,0.0,0.0
311,10000.0,10000.0,0.0,0.0,0.0
312,10000.0,10000.0,0.0,0.0,0.0
313,10000.0,10000.0,0.0,0.0,0.0
314,10000.0,10000.0,0.0,0.0,0.0
315,10000.0,10000.0,0.0,0.0,0.0
316,10000.0,10000.0,0.0,0.0,0.0
317,10000.0,10000.0,0.0,0.0,0.0
318,10000.0,10000.0,0.0,0.0,0.0
319,10000.0,10000.0,0.0,0.0,0.0
320,10000.0,10000.0,0.0,0.0,0.0
321,10000.0,10000.0,0.0,0.0,0.0
322,10000.0,10000.0,0.0,0.0,0.0
323,10000.0,10000.0,0.0,0.0,0.0
324,10000.0,10000.0,0.0,0.0,0.0
325,10000.0,10000.0,0.0,0.0,0.0
326,10000.0,10000.0,0.0,0.0,0.0
327,10000.0,10000.0,0.0,0.0,0.0
328,10000.0,10000.0,0.0,0.0,0.0
329,10000.0,10000.0,0.0,0.0,0.0
330,10000.0,10000.0,0.0,0.0,0.0
331,10000.0,10000.0,0.0,0.0,0.0
332,10000.0,10000.0,0.0,0.0,0.0
333,10000.0,10000.0,0.0,0.0,0.0
334,10000.0,10000.0,0.0,0.0,0.0
335,10000.0,10000.0,0.0,0.0,0.0
336,10000.0,10000.0,0.0,0.0,0.0
337,10000.0,10000.0,0.0,0.0,0.0
338,10000.0,10000.0,0.0,0.0,0.0
339,10000.0,10000.0,0.0,0.0,0.0
340,10000.0,10000.0,0.0,0.0,0.0
341,10000.0,10000.0,0.0,0.0,0.0
342,10000.0,10000.0,0.0,0.0,0.0
343,10000.0,10000.0,0.0,0.0,0.0
344,10000.0,10000.0,0.0,0.0,0.0
345,10000.0,10000.0,0.0,0.0,0.0
346,10000.0,10000.0,0.0,0.0,0.0
347,10000.0,10000.0,0.0,0.0,0.0
348,10000.0,10000.0,0.0,0.0,0.0
349,10000.0,10000.0,0.0,0.0,0.0
350,10000.0,10000.0,0.0,0.0,0.0
351,10000.0,10000.0,0.0,0.0,0.0
352,10000.0,10000.0,0.0,0.0,0.0
353,10000.0,10000.0,0.0,0.0,0.0
354,10000.0,10000.0,0.0,0.0,0.0
355,10000.0,10000.0,0.0,0.0,0.0
356,10000.0,10000.0,0.0,0.0,0.0
357,10000.0,10000.0,0.0,0.0,0.0
358,10000.0,10000.0,0.0,0.0,0.0
359,10000.0,10000.0,0.0,0.0,0.0
360,10000.0,10000.0,0.0,0.0,0.0
361,10000.0,10000.0,0.0,0.0,0.0
362,10000.0,10000.0,0.0,0.0,0.0
363,10000.0,10000.0,0.0,0.0,0.0
364,10000.0,10000.0,0.0,0.0,0.0
365,10000.0,10000.0,0.0,0.0,0.0
366,10000.0,10000.0,0.0,0.0,0.0
367,10000.0,10000.0,0.0,0.0,0.0
368,10000.0,10000.0,0.0,0.0,0.0
369,10000.0,10000.0,0.0,0.0,0.0
370,10000.0,10000.0,0.0,0.0,0.0
371,10000.0,10000.0,0.0,0.0,0.0
372,10000.0,10000.0,0.0,0.0,0.0
373,10000.0,10000.0,0.0,0.0,0.0
374,10000.0,10000.0,0.0,0.0,0.0
375,10000.0,10000.0,0.0,0.0,0.0
376,10000.0,10000.0,0.0,0.0,0.0
377,10000.0,10000.0,0.0,0.0,0.0
378,10000.0,10000.0,0.0,0.0,0.0
379,10000.0,10000.0,0.0,0.0,0.0
380,10000.0,10000.0,0.0,0.0,0.0
381,10000.0,10000.0,0.0,0.0,0.0
382,10000.0,10000.0,0.0,0.0,0.0
383,10000.0,10000.0,0.0,0.0,0.0
384,10000.0,10000.0,0.0,0.0,0.0
385,10000.0,10000.0,0.0,0.0,0.0
386,10000.0,10000.0,0.0,0.0,0.0
387,10000.0,10000.0,0.0,0.0,0.0
388,10000.0,10000.0,0.0,0.0,0.0
389,10000.0,10000.0,0.0,0.0,0.0
390,10000.0,10000.0,0.0,0.0,0.0
391,10000.0,10000.0,0.0,0.0,0.0
392,10000.0,10000.0,0.0,0.0,0.0
393,10000.0,10000.0,0.0,0.0,0.0
394,10000.0,10000.0,0.0,0.0,0.0
395,10000.0,10000.0,0.0,0.0,0.0
396,10000.0,10000.0,0.0,0.0,0.0
397,10000.0,10000.0,0.0,0.0,0.0
398,10000.0,10000.0,0.0,0.0,0.0
399,10000.0,10000.0,0.0,0.0,0.0
400,10000.0,10000.0,0.0,0.0,0.0
401,10000.0,10000.0,0.0,0.0,0.0
402,10000.0,10000.0,0.0,0.0,0.0
403,10000.0,10000.0,0.0,0.0,0.0
404,10000.0,10000.0,0.0,0.0,0.0
405,10000.0,10000.0,0.0,0.0,0.0
406,10000.0,10000.0,0.0,0.0,0.0
407,10000.0,10000.0,0.0,0.0,0.0
408,10000.0,10000.0,0.0,0.0,0.0
409,10000.0,10000.0,0.0,0.0,0.0
410,10000.0,10000.0,0.0,0.0,0.0
411,10000.0,10000.0,0.0,0.0,0.0
412,10000.0,10000.0,0.0,0.0,0.0
413,10000.0,10000.0,0.0,0.0,0.0
414,10000.0,10000.0,0.0,0.0,0.0
415,10000.0,10000.0,0.0,0.0,0.0
416,10000.0,10000.0,0.0,0.0,0.0
417,10000.0,10000.0,0.0,0.0,0.0
418,10000.0,10000.0,0.0,0.0,0.0
419,10000.0,10000.0,0.0,0.0,0.0
420,10000.0,10000.0,0.0,0.0,0.0
421,10000.0,10000.0,0.0,0.0,0.0
422,10000.0,10000.0,0.0,0.0,0.0
423,10000.0,10000.0,0.0,0.0,0.0
424,10000.0,10000.0,0.0,0.0,0.0
425,10000.0,10000.0,0.0,0.0,0.0
426,10000.0,10000.0,0.0,0.0,0.0
427,10000.0,10000.0,0.0,0.0,0.0
428,10000.0,10000.0,0.0,0.0,0.0
429,10000.0,10000.0,0.0,0.0,0.0
430,10000.0,10000.0,0.0,0.0,0.0
431,10000.0,10000.0,0.0,0.0,0.0
432,10000.0,10000.0,0.0,0.0,0.0
433,10000.0,10000.0,0.0,0.0,0.0
434,10000.0,10000.0,0.0,0.0,0.0
435,10000.0,10000.0,0.0,0.0,0.0
436,10000.0,10000.0,0.0,0.0,0.0
437,10000.0,10000.0,0.0,0.0,0.0
438,10000.0,10000.0,0.0,0.0,0.0
439,10000.0,10000.0,0.0,0.0,0.0
440,10000.0,10000.0,0.0,0.0,0.0
441,10000.0,10000.0,0.0,0.0,0.0
442,10000.0,10000.0,0.0,0.0,0.0
443,10000.0,10000.0,0.0,0.0,0.0
444,10000.0,10000.0,0.0,0.0,0.0
445,10000.0,10000.0,0.0,0.0,0.0
446,10000.0,10000.0,0.0,0.0,0.0
447,10000.0,10000.0,0.0,0.0,0.0
448,10000.0,10000.0,0.0,0.0,0.0
449,10000.0,10000.0,0.0,0.0,0.0
450,10000.0,10000.0,0.0,0.0,0.0
451,10000.0,10000.0,0.0,0.0,0.0
452,10000.0,10000.0,0.0,0.0,0.0
453,10000.0,10000.0,0.0,0.0,0.0
454,10000.0,10000.0,0.0,0.0,0.0
455,10000.0,10000.0,0.0,0.0,0.0
456,10000.0,10000.0,0.0,0.0,0.0
457,10000.0,10000.0,0.0,0.0,0.0
458,10000.0,10000.0,0.0,0.0,0.0
459,10000.0,10000.0,0.0,0.0,0.0
460,10000.0,10000.0,0.0,0.0,0.0
461,10000.0,10000.0,0.0,0.0,0.0
462,10000.0,10000.0,0.0,0.0,0.0
463,10000.0,10000.0,0.0,0.0,0.0
464,10000.0,10000.0,0.0,0.0,0.0
465,10000.0,10000.0,0.0,0.0,0.0
466,10000.0,10000.0,0.0,0.0,0.0
467,10000.0,10000.0,0.0,0.0,0.0
468,10000.0,10000.0,0.0,0.0,0.0
469,10000.0,10000.0,0.0,0.0,0.0
470,10000.0,10000.0,0.0,0.0,0.0
471,10000.0,10000.0,0.0,0.0,0.0
472,10000.0,10000.0,0.0,0.0,0.0
473,10000.0,10000.0,0.0,0.0,0.0
474,10000.0,10000.0,0.0,0.0,0.0
475,10000.0,10000.0,0.0,0.0,0.0
476,10000.0,10000.0,0.0,0.0,0.0
477,10000.0,10000.0,0.0,0.0,0.0
478,10000.0,10000.0,0.0,0.0,0.0
479,10000.0,10000.0,0.0,0.0,0.0
480,10000.0,10000.0,0.0,0.0,0.0
481,10000.0,10000.0,0.0,0.0,0.0
482,10000.0,10000.0,0.0,0.0,0.0
483,10000.0,10000.0,0.0,0.0,0.0
484,10000.0,10000.0,0.0,0.0,0.0
485,10000.0,10000.0,0.0,0.0,0.0
486,10000.0,10000.0,0.0,0.0,0.0
487,10000.0,10000.0,0.0,0.0,0.0
488,10000.0,10000.0,0.0,0.0,0.0
489,10000.0,10000.0,0.0,0.0,0.0
490,10000.0,10000.0,0.0,0.0,0.0
491,10000.0,10000.0,0.0,0.0,0.0
492,10000.0,10000.0,0.0,0.0,0.0
493,10000.0,10000.0,0.0,0.0,0.0
494,10000.0,10000.0,0.0,0.0,0.0
495,10000.0,10000.0,0.0,0.0,0.0
496,10000.0,10000.0,0.0,0.0,0.0
497,10000.0,10000.0,0.0,0.0,0.0
498,10000.0,10000.0,0.0,0.0,0.0
499,10000.0,10000.0,0.0,0.0,0.0
500,10000.0,10000.0,0.0,0.0,0.0
501,10000.0,10000.0,0.0,0.0,0.0
502,10000.0,10000.0,0.0,0.0,0.0
503,10000.0,10000.0,0.0,0.0,0.0
504,10000.0,10000.0,0.0,0.0,0.0
505,10000.0,10000.0,0.0,0.0,0.0
506,10000.0,10000.0,0.0,0.0,0.0
507,10000.0,10000.0,0.0,0.0,0.0
508,10000.0,10000.0,0.0,0.0,0.0
509,10000.0,10000.0,0.0,0.0,0.0
510,10000.0,10000.0,0.0,0.0,0.0
511,10000.0,10000.0,0.0,0.0,0.0
512,10000.0,10000.0,0.0,0.0,0.0
513,10000.0,10000.0,0.0,0.0,0.0
514,10000.0,10000.0,0.0,0.0,0.0
515,10000.0,10000.0,0.0,0.0,0.0
516,10000.0,10000.0,0.0,0.0,0.0
517,10000.0,10000.0,0.0,0.0,0.0
518,10000.0,10000.0,0.0,0.0,0.0
519,10000.0,10000.0,0.0,0.0,0.0
520,10000.0,10000.0,0.0,0.0,0.0
521,10000.0,10000.0,0.0,0.0,0.0
522,10000.0,10000.0,0.0,0.0,0.0
523,10000.0,10000.0,0.0,0.0,0.0
524,10000.0,10000.0,0.0,0.0,0.0
525,10000.0,10000.0,0.0,0.0,0.0
526,10000.0,10000.0,0.0,0.0,0.0
527,10000.0,10000.0,0.0,0.0,0.0
528,10000.0,10000.0,0.0,0.0,0.0
529,10000.0,10000.0,0.0,0.0,0.0
530,10000.0,10000.0,0.0,0.0,0.0
531,10000.0,10000.0,0.0,0.0,0.0
532,10000.0,10000.0,0.0,0.0,0.0
533,10000.0,10000.0,0.0,0.0,0.0
534,10000.0,10000.0,0.0,0.0,0.0
535,10000.0,10000.0,0.0,0.0,0.0
536,10000.0,10000.0,0.0,0.0,0.0
537,10000.0,10000.0,0.0,0.0,0.0
538,10000.0,10000.0,0.0,0.0,0.0
539,10000.0,10000.0,0.0,0.0,0.0
540,10000.0,10000.0,0.0,0.0,0.0
541,10000.0,10000.0,0.0,0.0,0.0
542,10000.0,10000.0,0.0,0.0,0.0
543,10000.0,10000.0,0.0,0.0,0.0
544,10000.0,10000.0,0.0,0.0,0.0
545,10000.0,10000.0,0.0,0.0,0.0
546,10000.0,10000.0,0.0,0.0,0.0
547,10000.0,10000.0,0.0,0.0,0.0
548,10000.0,10000.0,0.0,0.0,0.0
549,10000.0,10000.0,0.0,0.0,0.0
550,10000.0,10000.0,0.0,0.0,0.0
551,10000.0,10000.0,0.0,0.0,0.0
552,10000.0,10000.0,0.0,0.0,0.0
553,10000.0,10000.0,0.0,0.0,0.0
554,10000.0,10000.0,0.0,0.0,0.0
555,10000.0,10000.0,0.0,0.0,0.0
556,10000.0,10000.0,0.0,0.0,0.0
557,10000.0,10000.0,0.0,0.0,0.0
558,10000.0,10000.0,0.0,0.0,0.0
559,10000.0,10000.0,0.0,0.0,0.0
560,10000.0,10000.0,0.0,0.0,0.0
561,10000.0,10000.0,0.0,0.0,0.0
562,10000.0,10000.0,0.0,0.0,0.0
563,10000.0,10000.0,0.0,0.0,0.0
564,10000.0,10000.0,0.0,0.0,0.0
565,10000.0,10000.0,0.0,0.0,0.0
566,10000.0,10000.0,0.0,0.0,0.0
567,10000.0,10000.0,0.0,0.0,0.0
568,10000.0,10000.0,0.0,0.0,0.0
569,10000.0,10000.0,0.0,0.0,0.0
570,10000.0,10000.0,0.0,0.0,0.0
571,10000.0,10000.0,0.0,0.0,0.0
572,10000.0,10000.0,0.0,0.0,0.0
573,10000.0,10000.0,0.0,0.0,0.0
574,10000.0,10000.0,0.0,0.0,0.0
575,10000.0,10000.0,0.0,0.0,0.0
576,10000.0,10000.0,0.0,0.0,0.0
577,10000.0,10000.0,0.0,0.0,0.0
578,10000.0,10000.0,0.0,0.0,0.0
579,10000.0,10000.0,0.0,0.0,0.0
580,10000.0,10000.0,0.0,0.0,0.0
581,10000.0,10000.0,0.0,0.0,0.0
582,10000.0,10000.0,0.0,0.0,0.0
583,10000.0,10000.0,0.0,0.0,0.0
584,10000.0,10000.0,0.0,0.0,0.0
585,10000.0,10000.0,0.0,0.0,0.0
586,10000.0,10000.0,0.0,0.0,0.0
